Id,SalePrice
1461,115142.28
1462,168553.86
1463,188412.44
1464,197572.89
1465,181141.5
1466,171299.39
1467,170281.83
1468,164938.5
1469,181376.14
1470,125844.8
1471,206182.67
1472,94611.484
1473,95897.99
1474,157386.31
1475,126525.95
1476,398790.12
1477,255377.45
1478,299161.75
1479,260784.88
1480,494610.97
1481,318896.2
1482,209308.9
1483,166354.52
1484,173671.8
1485,180332.7
1486,189032.69
1487,358983.8
1488,224638.08
1489,207103.67
1490,227693.58
1491,189907.88
1492,95365.984
1493,172606.4
1494,295653.75
1495,287670.56
1496,231127.11
1497,188306.6
1498,166670.56
1499,158174.64
1500,156140.61
1501,177217.92
1502,155140.95
1503,328940.5
1504,237333.36
1505,226048.39
1506,183105.25
1507,243243.95
1508,203914.5
1509,163756.62
1510,146182.36
1511,143189.67
1512,171489.81
1513,142090.27
1514,152461.72
1515,209403.47
1516,157836.47
1517,160332.12
1518,137514.03
1519,226179.42
1520,136904.28
1521,133652.89
1522,166558.86
1523,108149.61
1524,124450.82
1525,117391.52
1526,118507.43
1527,103717.66
1528,132053.92
1529,144710.95
1530,167874.9
1531,102823.12
1532,91035.445
1533,151052.66
1534,127489.086
1535,155855.92
1536,107939.77
1537,67688.18
1538,186753.97
1539,205190.92
1540,99642.88
1541,150249.08
1542,135091.28
1543,212168.47
1544,82356.03
1545,106431.14
1546,129189.63
1547,140779.95
1548,139452.66
1549,116681.625
1550,140347.28
1551,116966.22
1552,152017.81
1553,163681.61
1554,108734.62
1555,175406.25
1556,82629.84
1557,99708.61
1558,95579.625
1559,76437.836
1560,130982.695
1561,131157.48
1562,123482.43
1563,119430.15
1564,156175.17
1565,147065.53
1566,218616.81
1567,70635.45
1568,220505.34
1569,146007.83
1570,136887.19
1571,125333.87
1572,149261.0
1573,249999.67
1574,118440.37
1575,212979.75
1576,233253.97
1577,204844.28
1578,142140.3
1579,150090.4
1580,196885.12
1581,169132.64
1582,127908.305
1583,326300.78
1584,225086.4
1585,137821.77
1586,76275.3
1587,99273.48
1588,153059.47
1589,101792.55
1590,131595.84
1591,91389.19
1592,103696.38
1593,129242.62
1594,162077.64
1595,119337.08
1596,232176.61
1597,177273.05
1598,199023.64
1599,181872.19
1600,167810.28
1601,74348.59
1602,110260.08
1603,65381.88
1604,275839.44
1605,233676.12
1606,166956.31
1607,184389.62
1608,210057.0
1609,197242.98
1610,150702.34
1611,143318.62
1612,170262.5
1613,167882.3
1614,122568.75
1615,91656.54
1616,62693.31
1617,93746.19
1618,122407.65
1619,138609.47
1620,168768.08
1621,133659.11
1622,137474.44
1623,284069.03
1624,217302.55
1625,122418.92
1626,154734.39
1627,182558.69
1628,281387.0
1629,175639.31
1630,414077.75
1631,223344.22
1632,243707.84
1633,168142.45
1634,190105.22
1635,177676.98
1636,153738.45
1637,189247.61
1638,198222.89
1639,173601.8
1640,248719.98
1641,173624.75
1642,231039.22
1643,220116.48
1644,229428.77
1645,202149.86
1646,159869.38
1647,156041.66
1648,132999.14
1649,137499.6
1650,115888.71
1651,123211.26
1652,92737.64
1653,92124.07
1654,154625.22
1655,146965.58
1656,147544.95
1657,152711.1
1658,151381.77
1659,136028.73
1660,152826.06
1661,452630.94
1662,427361.6
1663,402240.44
1664,471860.88
1665,348026.2
1666,321064.25
1667,371093.66
1668,332823.44
1669,291559.84
1670,365105.5
1671,260933.22
1672,554912.2
1673,300416.3
1674,236150.83
1675,190580.97
1676,187315.1
1677,223733.14
1678,512214.38
1679,374380.44
1680,344462.34
1681,270480.28
1682,293754.3
1683,168921.06
1684,167731.61
1685,174864.14
1686,170884.92
1687,169728.17
1688,185105.44
1689,190795.45
1690,193278.38
1691,181971.78
1692,267052.72
1693,166962.25
1694,182171.92
1695,163048.02
1696,284662.53
1697,170870.78
1698,381590.38
1699,330251.4
1700,246859.1
1701,260818.72
1702,245853.22
1703,241185.17
1704,282477.7
1705,237211.7
1706,446240.88
1707,223403.64
1708,212713.4
1709,283139.1
1710,227528.67
1711,251751.28
1712,265213.7
1713,274846.2
1714,217761.75
1715,210627.17
1716,213316.73
1717,179764.14
1718,133647.84
1719,199168.77
1720,236172.05
1721,170599.67
1722,122015.89
1723,152708.78
1724,215920.23
1725,240509.77
1726,187249.94
1727,153440.44
1728,172118.62
1729,159238.67
1730,155296.5
1731,121724.66
1732,130435.51
1733,115149.33
1734,122094.79
1735,132737.4
1736,114914.37
1737,363601.44
1738,214421.62
1739,273768.16
1740,241441.66
1741,201936.2
1742,171543.66
1743,173201.95
1744,329364.34
1745,231634.78
1746,223623.03
1747,215010.34
1748,227017.4
1749,153651.19
1750,128007.99
1751,228644.61
1752,116734.195
1753,151043.22
1754,199202.58
1755,165083.33
1756,125703.58
1757,118448.54
1758,145301.55
1759,164398.84
1760,165113.52
1761,143685.08
1762,186789.36
1763,168365.8
1764,115815.945
1765,157841.11
1766,174569.12
1767,230614.8
1768,147624.98
1769,182298.89
1770,147553.52
1771,132287.4
1772,140952.08
1773,138023.2
1774,142922.83
1775,133527.94
1776,125877.04
1777,112366.086
1778,144079.73
1779,115862.22
1780,172780.61
1781,134008.28
1782,93721.68
1783,145631.56
1784,111704.13
1785,127797.07
1786,179268.3
1787,161003.6
1788,58966.08
1789,108572.34
1790,72653.7
1791,178331.55
1792,151589.69
1793,129880.03
1794,153402.11
1795,125184.664
1796,127324.61
1797,120716.016
1798,124274.87
1799,112649.414
1800,134198.39
1801,128784.3
1802,139988.42
1803,152432.28
1804,142731.83
1805,142387.1
1806,121062.79
1807,140837.14
1808,127756.445
1809,126321.375
1810,156614.78
1811,95928.58
1812,102213.984
1813,125935.53
1814,99157.79
1815,48480.164
1816,100666.42
1817,111631.01
1818,165321.73
1819,117436.23
1820,46088.523
1821,106357.13
1822,143798.92
1823,44119.137
1824,142076.56
1825,126216.49
1826,98002.01
1827,102581.14
1828,152187.8
1829,128763.0
1830,147460.42
1831,161344.02
1832,78825.25
1833,152682.92
1834,121301.836
1835,151856.36
1836,137686.42
1837,80178.36
1838,121064.445
1839,87243.96
1840,165176.4
1841,146698.77
1842,81363.2
1843,137720.84
1844,148355.25
1845,139696.11
1846,159743.81
1847,160107.34
1848,60176.01
1849,119733.51
1850,113749.82
1851,162937.25
1852,124346.48
1853,126103.57
1854,171721.08
1855,137022.6
1856,216225.61
1857,157897.02
1858,132322.38
1859,117914.73
1860,149196.66
1861,117633.79
1862,327501.97
1863,315700.8
1864,315700.8
1865,331940.44
1866,346336.56
1867,245413.84
1868,308822.88
1869,206609.0
1870,250547.33
1871,250742.84
1872,174995.14
1873,221270.86
1874,148864.14
1875,210032.89
1876,191922.9
1877,214743.48
1878,196862.42
1879,123654.06
1880,140742.44
1881,241043.03
1882,256844.27
1883,183942.16
1884,205124.56
1885,253821.9
1886,307977.66
1887,215248.36
1888,270744.97
1889,161413.67
1890,125509.43
1891,137296.75
1892,103571.52
1893,135733.42
1894,127288.98
1895,141572.22
1896,132952.4
1897,119237.15
1898,113839.63
1899,159082.55
1900,152184.64
1901,174775.92
1902,142330.16
1903,222838.08
1904,131981.2
1905,184018.6
1906,169766.38
1907,207394.5
1908,104543.75
1909,131554.38
1910,116394.4
1911,209018.36
1912,318058.03
1913,154701.69
1914,64035.6
1915,327188.4
1916,63182.78
1917,263553.28
1918,143636.94
1919,170742.73
1920,143876.77
1921,443554.3
1922,345527.4
1923,202182.34
1924,226158.81
1925,212507.84
1926,410834.12
1927,137761.02
1928,150268.48
1929,126022.86
1930,131617.53
1931,145627.69
1932,138441.77
1933,194573.98
1934,177514.9
1935,171924.75
1936,184803.73
1937,183220.53
1938,173264.34
1939,239512.1
1940,182313.84
1941,172833.75
1942,180650.05
1943,210551.28
1944,359804.22
1945,382481.28
1946,153115.08
1947,315786.3
1948,179123.0
1949,229272.36
1950,180447.45
1951,267008.22
1952,222654.56
1953,162879.52
1954,180044.33
1955,131124.9
1956,301525.94
1957,153724.62
1958,333443.75
1959,142444.06
1960,115976.92
1961,117218.26
1962,93379.67
1963,103950.91
1964,111757.75
1965,147112.34
1966,144030.11
1967,293423.44
1968,478972.62
1969,407669.9
1970,476155.84
1971,452373.97
1972,396174.78
1973,255444.72
1974,316989.22
1975,559698.6
1976,265552.34
1977,326371.7
1978,400882.0
1979,331993.22
1980,193645.45
1981,347174.38
1982,220163.36
1983,203986.98
1984,164379.72
1985,213924.06
1986,208153.94
1987,182798.73
1988,177342.75
1989,192828.86
1990,221527.02
1991,263688.06
1992,215839.06
1993,163430.23
1994,252613.31
1995,183724.47
1996,246739.62
1997,329629.22
1998,352484.9
1999,261359.78
2000,320740.06
2001,246391.55
2002,242923.61
2003,242142.7
2004,263152.53
2005,223488.62
2006,238424.81
2007,244575.11
2008,221210.83
2009,187821.6
2010,196022.1
2011,137516.52
2012,179205.81
2013,185833.67
2014,183956.81
2015,202775.08
2016,191984.53
2017,197754.03
2018,115497.71
2019,131665.7
2020,101718.95
2021,106545.1
2022,180986.6
2023,146352.06
2024,262781.56
2025,374971.88
2026,169497.34
2027,153719.56
2028,148020.16
2029,169492.03
2030,272591.2
2031,241571.88
2032,267377.53
2033,271324.25
2034,161195.0
2035,213340.9
2036,188460.27
2037,190681.88
2038,300469.9
2039,224799.34
2040,328696.94
2041,274424.5
2042,201287.17
2043,166686.03
2044,173589.22
2045,214557.86
2046,138388.38
2047,144198.44
2048,139018.23
2049,169869.58
2050,187699.1
2051,111651.266
2052,133898.27
2053,148592.95
2054,82900.63
2055,163841.6
2056,140059.64
2057,114393.25
2058,226928.5
2059,140537.47
2060,169936.06
2061,178815.94
2062,129496.57
2063,112203.53
2064,146102.61
2065,116991.88
2066,167700.75
2067,116555.08
2068,140921.8
2069,89159.85
2070,113945.89
2071,94256.32
2072,113174.4
2073,143107.5
2074,188407.17
2075,142352.0
2076,124747.19
2077,154964.12
2078,126819.31
2079,136140.52
2080,112417.414
2081,122446.734
2082,122424.25
2083,148789.38
2084,109149.42
2085,118462.18
2086,132838.94
2087,122551.2
2088,92375.695
2089,67181.21
2090,136379.5
2091,125773.46
2092,123411.52
2093,146711.83
2094,129185.39
2095,156251.23
2096,83121.945
2097,94211.65
2098,149856.98
2099,61153.26
2100,88001.6
2101,121182.27
2102,129439.35
2103,104193.914
2104,152648.58
2105,131567.28
2106,69312.16
2107,204065.98
2108,110161.21
2109,114425.0
2110,124483.41
2111,145377.58
2112,140148.86
2113,116423.33
2114,113322.47
2115,160397.03
2116,124901.28
2117,148101.42
2118,119932.414
2119,104457.42
2120,110331.74
2121,85469.93
2122,108984.805
2123,94003.164
2124,177162.66
2125,135349.19
2126,139708.3
2127,158776.67
2128,128545.08
2129,86610.24
2130,148598.53
2131,154201.19
2132,117388.16
2133,122764.234
2134,118745.11
